Code,Type,Resource,Unit,Base rate GBP,Factor,Rate EUR,Scope,Used on,Source group
SX182,Sub-contract,From boreholes,nr,28.17,1.1195,36.8786,Item-specific,1,item-specific
SX183,Sub-contract,From boreholes,nr,4.36,1.1195,5.7079,Item-specific,1,item-specific
SX184,Sub-contract,From boreholes,nr,6.82,1.1195,8.9284,Item-specific,1,item-specific
SX185,Sub-contract,From boreholes,nr,6.94,1.1195,9.0855,Item-specific,1,item-specific
SX186,Sub-contract,From boreholes,nr,44,1.1195,57.6023,Item-specific,1,item-specific
SX187,Sub-contract,From boreholes,nr,44,1.1195,57.6023,Item-specific,1,item-specific
SX188,Sub-contract,From boreholes,nr,7.03,1.1195,9.2033,Item-specific,1,item-specific
SX191,Sub-contract,General; Pressure head,m,73.85,1.1195,96.6802,Item-specific,1,item-specific
SX192,Sub-contract,General; Pressure head,m,117.37,1.1195,153.6541,Item-specific,1,item-specific
SX193,Sub-contract,General; Pressure head,nr,191.22,1.1195,250.3344,Item-specific,1,item-specific
SX194,Sub-contract,General; Pressure head,nr,79.12,1.1195,103.5794,Item-specific,1,item-specific
SX197,Sub-contract,General; Classification,nr,7.43,1.1195,9.7269,Item-specific,1,item-specific
SX198,Sub-contract,General; Classification,nr,10.71,1.1195,14.0209,Item-specific,1,item-specific
SX199,Sub-contract,General; Classification,nr,44.67,1.1195,58.4794,Item-specific,1,item-specific
SX200,Sub-contract,General; Classification,nr,59.55,1.1195,77.9595,Item-specific,1,item-specific
SX202,Sub-contract,Chemical content,nr,47.65,1.1195,62.3807,Item-specific,1,item-specific
SX203,Sub-contract,Chemical content,nr,32.74,1.1195,42.8614,Item-specific,1,item-specific
SX204,Sub-contract,Chemical content,nr,10.43,1.1195,13.6544,Item-specific,1,item-specific
SX205,Sub-contract,Chemical content,nr,372.31,1.1195,487.4071,Item-specific,1,item-specific
SX206,Sub-contract,Chemical content,nr,260.6,1.1195,341.1627,Item-specific,1,item-specific
SX207,Sub-contract,Chemical content,nr,215.95,1.1195,282.7095,Item-specific,1,item-specific
SX208,Sub-contract,Chemical content,nr,193.6,1.1195,253.4501,Item-specific,1,item-specific
SX209,Sub-contract,Chemical content,nr,163.81,1.1195,214.4508,Item-specific,1,item-specific
SX210,Sub-contract,Chemical content,nr,163.81,1.1195,214.4508,Item-specific,1,item-specific
SX212,Sub-contract,Compaction,nr,193.59,1.1195,253.4371,Item-specific,1,item-specific
SX213,Sub-contract,Compaction,nr,193.6,1.1195,253.4501,Item-specific,1,item-specific
SX214,Sub-contract,Compaction,nr,215.95,1.1195,282.7095,Item-specific,1,item-specific
SX216,Sub-contract,Permeability,nr,89.36,1.1195,116.985,Item-specific,1,item-specific
SX219,Sub-contract,Soil strength (continued),nr,44.67,1.1195,58.4794,Item-specific,1,item-specific
SX220,Sub-contract,Soil strength (continued),nr,55.84,1.1195,73.1026,Item-specific,1,item-specific
SX221,Sub-contract,Soil strength (continued),nr,65.53,1.1195,85.7882,Item-specific,1,item-specific
SX223,Sub-contract,Rock strength,nr,96.23,1.1195,125.9789,Item-specific,1,item-specific
SX226,Sub-contract,General,hr,61.31,1.1195,80.2636,Item-specific,1,item-specific
SX227,Sub-contract,General,hr,84.1,1.1195,110.099,Item-specific,1,item-specific
SX229,Sub-contract,Engineer or geologist,hr,84.1,1.1195,110.099,Item-specific,1,item-specific
SX230,Sub-contract,Engineer or geologist,hr,104.28,1.1195,136.5175,Item-specific,1,item-specific
SX231,Sub-contract,Engineer or geologist,hr,139.71,1.1195,182.9004,Item-specific,1,item-specific
SX233,Sub-contract,Visits to the Site,nr,61.31,1.1195,80.2636,Item-specific,1,item-specific
SX234,Sub-contract,Visits to the Site,nr,84.1,1.1195,110.099,Item-specific,1,item-specific
SX235,Sub-contract,Visits to the Site,nr,104.28,1.1195,136.5175,Item-specific,1,item-specific
SX236,Sub-contract,Visits to the Site,nr,139.71,1.1195,182.9004,Item-specific,1,item-specific
SX237,Sub-contract,Visits to the Site,nr,117.19,1.1195,153.4185,Item-specific,1,item-specific
SX238,Sub-contract,Visits to the Site,nr,116.65,1.1195,152.7116,Item-specific,1,item-specific
SX239,Sub-contract,Visits to the Site,nr,151.92,1.1195,198.8851,Item-specific,1,item-specific
SX240,Sub-contract,Visits to the Site,nr,151.92,1.1195,198.8851,Item-specific,1,item-specific
SX245,Sub-contract,Establishment of standard drilling plant and equipment and removal on completion,item,16128.32,1.1195,21114.2821,Item-specific,1,item-specific
SX246,Sub-contract,Rate per hole,nr,161.28,1.1195,211.1386,Item-specific,1,item-specific
SX247,Sub-contract,Standing time,hour,351.73,1.1195,460.465,Item-specific,1,item-specific
SX248,Sub-contract,Multiple water pressure tests,nr,10.76,1.1195,14.0864,Item-specific,1,item-specific
SX250,Sub-contract,Drilling through material other than rock or artificial hard material; vertically downwards,m,30.76,1.1195,40.2692,Item-specific,1,item-specific
SX251,Sub-contract,Drilling through material other than rock or artificial hard material; vertically downwards,m,35.61,1.1195,46.6186,Item-specific,1,item-specific
SX252,Sub-contract,Drilling through material other than rock or artificial hard material; vertically downwards,m,42.19,1.1195,55.2328,Item-specific,1,item-specific
SX253,Sub-contract,Drilling through material other than rock or artificial hard material; vertically downwards,m,51.61,1.1195,67.5649,Item-specific,1,item-specific
SX255,Sub-contract,Downwards at an angle 0-45 deg to the vertical,m,30.76,1.1195,40.2692,Item-specific,1,item-specific
SX256,Sub-contract,Downwards at an angle 0-45 deg to the vertical,m,35.61,1.1195,46.6186,Item-specific,1,item-specific
SX257,Sub-contract,Downwards at an angle 0-45 deg to the vertical,m,42.19,1.1195,55.2328,Item-specific,1,item-specific
SX258,Sub-contract,Downwards at an angle 0-45 deg to the vertical,m,51.61,1.1195,67.5649,Item-specific,1,item-specific
SX260,Sub-contract,Horizontally or downwards at an angle less than 45 deg to the horizontal,m,30.76,1.1195,40.2692,Item-specific,1,item-specific
SX261,Sub-contract,Horizontally or downwards at an angle less than 45 deg to the horizontal,m,35.61,1.1195,46.6186,Item-specific,1,item-specific
SX262,Sub-contract,Horizontally or downwards at an angle less than 45 deg to the horizontal,m,42.19,1.1195,55.2328,Item-specific,1,item-specific
SX263,Sub-contract,Horizontally or downwards at an angle less than 45 deg to the horizontal,m,51.61,1.1195,67.5649,Item-specific,1,item-specific
SX265,Sub-contract,Upwards at an angle 0-45 deg to the horizontal,m,50.67,1.1195,66.3343,Item-specific,1,item-specific
SX266,Sub-contract,Upwards at an angle 0-45 deg to the horizontal,m,61.63,1.1195,80.6825,Item-specific,1,item-specific
SX267,Sub-contract,Upwards at an angle 0-45 deg to the horizontal,m,65.73,1.1195,86.05,Item-specific,1,item-specific
SX268,Sub-contract,Upwards at an angle 0-45 deg to the horizontal,m,70.12,1.1195,91.7971,Item-specific,1,item-specific
SX270,Sub-contract,Upwards at an angle less than 45 deg to the vertical,m,50.67,1.1195,66.3343,Item-specific,1,item-specific
SX271,Sub-contract,Upwards at an angle less than 45 deg to the vertical,m,61.63,1.1195,80.6825,Item-specific,1,item-specific
SX272,Sub-contract,Upwards at an angle less than 45 deg to the vertical,m,65.73,1.1195,86.05,Item-specific,1,item-specific
SX273,Sub-contract,Upwards at an angle less than 45 deg to the vertical,m,70.12,1.1195,91.7971,Item-specific,1,item-specific
SX275,Sub-contract,Drilling through rock or artificial hard material; vertically downwards,m,32.94,1.1195,43.1232,Item-specific,1,item-specific
SX276,Sub-contract,Drilling through rock or artificial hard material; vertically downwards,m,40.44,1.1195,52.9418,Item-specific,1,item-specific
SX277,Sub-contract,Drilling through rock or artificial hard material; vertically downwards,m,49.21,1.1195,64.4229,Item-specific,1,item-specific
SX278,Sub-contract,Drilling through rock or artificial hard material; vertically downwards,m,61.51,1.1195,80.5254,Item-specific,1,item-specific
SX280,Sub-contract,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,m,32.94,1.1195,43.1232,Item-specific,1,item-specific
SX281,Sub-contract,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,m,40.44,1.1195,52.9418,Item-specific,1,item-specific
SX282,Sub-contract,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,m,49.21,1.1195,64.4229,Item-specific,1,item-specific
SX283,Sub-contract,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,m,61.51,1.1195,80.5254,Item-specific,1,item-specific
SX285,Sub-contract,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizon,m,32.94,1.1195,43.1232,Item-specific,1,item-specific
SX286,Sub-contract,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizon,m,40.44,1.1195,52.9418,Item-specific,1,item-specific
SX287,Sub-contract,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizon,m,49.21,1.1195,64.4229,Item-specific,1,item-specific
SX288,Sub-contract,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizon,m,61.51,1.1195,80.5254,Item-specific,1,item-specific
SX290,Sub-contract,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,m,36.98,1.1195,48.4121,Item-specific,1,item-specific
SX291,Sub-contract,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,m,70.12,1.1195,91.7971,Item-specific,1,item-specific
SX292,Sub-contract,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,m,79.7,1.1195,104.3387,Item-specific,1,item-specific
SX293,Sub-contract,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,m,89.43,1.1195,117.0767,Item-specific,1,item-specific
SX296,Sub-contract,Drilling through rock or artificial hard material; upwards at an angle less than 45 deg to the horizontal (continued),m,36.98,1.1195,48.4121,Item-specific,1,item-specific
SX297,Sub-contract,Drilling through rock or artificial hard material; upwards at an angle less than 45 deg to the horizontal (continued),m,70.12,1.1195,91.7971,Item-specific,1,item-specific
SX298,Sub-contract,Drilling through rock or artificial hard material; upwards at an angle less than 45 deg to the horizontal (continued),m,79.7,1.1195,104.3387,Item-specific,1,item-specific
SX299,Sub-contract,Drilling through rock or artificial hard material; upwards at an angle less than 45 deg to the horizontal (continued),m,89.43,1.1195,117.0767,Item-specific,1,item-specific
SX303,Sub-contract,Materials,t,200.69,1.1195,262.732,Item-specific,1,item-specific
SX304,Sub-contract,Materials,t,204.34,1.1195,267.5103,Item-specific,1,item-specific
SX305,Sub-contract,Materials,t,296.65,1.1195,388.3574,Item-specific,1,item-specific
SX306,Sub-contract,Materials,t,28.77,1.1195,37.6641,Item-specific,1,item-specific
SX307,Sub-contract,Materials,t,37.73,1.1195,49.394,Item-specific,1,item-specific
SX308,Sub-contract,Materials,t,37.73,1.1195,49.394,Item-specific,1,item-specific
SX309,Sub-contract,Materials,t,259.11,1.1195,339.2121,Item-specific,1,item-specific
SX311,Sub-contract,Injection,item,18125.94,1.1195,23729.4529,Item-specific,1,item-specific
SX312,Sub-contract,Injection,hr,351.73,1.1195,460.465,Item-specific,1,item-specific
SX313,Sub-contract,Injection,nr,109.4,1.1195,143.2203,Item-specific,1,item-specific
SX314,Sub-contract,Injection,t,185.95,1.1195,243.4352,Item-specific,1,item-specific
SX315,Sub-contract,Injection,t,114.33,1.1195,149.6744,Item-specific,1,item-specific
SX319,Sub-contract,Establishment of standard plant and equipment including bentonite storage tanks and removal on completion,item,549099.11,1.1195,718849.4209,Item-specific,1,item-specific
SX320,Sub-contract,Standing time,hour,1406.91,1.1195,1841.8468,Item-specific,1,item-specific
SX321,Sub-contract,"Excavation, disposal of soil and placing of concrete",m3,713.14,1.1195,933.6025,Item-specific,1,item-specific
SX322,Sub-contract,Provide and place reinforcement cages,tonne,1215.52,1.1195,1591.2899,Item-specific,1,item-specific
SX323,Sub-contract,Excavate/chisel in hard material/rock,hour,1579.31,1.1195,2067.5431,Item-specific,1,item-specific
SX324,Sub-contract,Waterproofed joints,m,10.54,1.1195,13.7984,Item-specific,1,item-specific
SX325,Sub-contract,Guide walls (twin),m,861.57,1.1195,1127.9186,Item-specific,1,item-specific
SX329,Sub-contract,Establishment of standard plant and equipment and removal on completion,item,18125.94,1.1195,23729.4529,Item-specific,1,item-specific
SX330,Sub-contract,Standing time,hour,351.73,1.1195,460.465,Item-specific,1,item-specific
SX332,Sub-contract,Ground anchorages; temporary or permanent,m,62.32,1.1195,81.5858,Item-specific,1,item-specific
SX333,Sub-contract,Ground anchorages; temporary or permanent,m,88.02,1.1195,115.2308,Item-specific,1,item-specific
SX334,Sub-contract,Ground anchorages; temporary or permanent,m,181.09,1.1195,237.0728,Item-specific,1,item-specific
SX336,Sub-contract,Temporary tendons,m,47.76,1.1195,62.5247,Item-specific,1,item-specific
SX337,Sub-contract,Temporary tendons,m,69.12,1.1195,90.488,Item-specific,1,item-specific
SX3376,Sub-contract,Members for Frames; Columns,t,1864.45,1.1195,2440.8322,Item-specific,1,item-specific
SX3377,Sub-contract,Members for Frames; Columns,t,2272.56,1.1195,2975.1067,Item-specific,1,item-specific
SX3378,Sub-contract,Members for Frames; Columns,t,2159.61,1.1195,2827.239,Item-specific,1,item-specific
SX338,Sub-contract,Temporary tendons,m,91.75,1.1195,120.1139,Item-specific,1,item-specific
SX3380,Sub-contract,Beams,t,1734.95,1.1195,2271.2982,Item-specific,1,item-specific
SX3381,Sub-contract,Beams,t,2175.62,1.1195,2848.1983,Item-specific,1,item-specific
SX3382,Sub-contract,Beams,t,2108.7,1.1195,2760.5905,Item-specific,1,item-specific
SX3383,Sub-contract,Beams,t,3490.09,1.1195,4569.0279,Item-specific,1,item-specific
SX3384,Sub-contract,Beams,t,2253.65,1.1195,2950.3508,Item-specific,1,item-specific
SX3386,Sub-contract,Portal frames,t,2617.68,1.1195,3426.9182,Item-specific,1,item-specific
SX3388,Sub-contract,"Trestles, towers and built-up columns",t,2894.01,1.1195,3788.6738,Item-specific,1,item-specific
SX3390,Sub-contract,Trusses and built-up girders,t,2908.54,1.1195,3807.6957,Item-specific,1,item-specific
SX3391,Sub-contract,Trusses and built-up girders,t,3635.69,1.1195,4759.6392,Item-specific,1,item-specific
SX3393,Sub-contract,Bracings,t,2480.99,1.1195,3247.9714,Item-specific,1,item-specific
SX3394,Sub-contract,Bracings,t,2837.3,1.1195,3714.4323,Item-specific,1,item-specific
SX3396,Sub-contract,Purlins and cladding rails,t,1715.47,1.1195,2245.7961,Item-specific,1,item-specific
SX3398,Sub-contract,Cold rolled purlins and rails,t,3507.82,1.1195,4592.2391,Item-specific,1,item-specific
SX3399,Sub-contract,Cold rolled purlins and rails,t,3562.96,1.1195,4664.4252,Item-specific,1,item-specific
SX340,Sub-contract,Permanent tendons,m,47.76,1.1195,62.5247,Item-specific,1,item-specific
SX3402,Sub-contract,Erection of Frames,t,839.29,1.1195,1098.7509,Item-specific,1,item-specific
SX3403,Sub-contract,Erection of Frames,t,839.29,1.1195,1098.7509,Item-specific,1,item-specific
SX3407,Sub-contract,Surface Treatment to Frames,m2,4.37,1.1195,5.721,Item-specific,1,item-specific
SX3408,Sub-contract,Surface Treatment to Frames,m2,21.83,1.1195,28.5786,Item-specific,1,item-specific
SX341,Sub-contract,Permanent tendons,m,69.12,1.1195,90.488,Item-specific,1,item-specific
SX3410,Sub-contract,Painting,m2,7.26,1.1195,9.5044,Item-specific,1,item-specific
SX3411,Sub-contract,Painting,m2,7.26,1.1195,9.5044,Item-specific,1,item-specific
SX3412,Sub-contract,Painting,m2,21.83,1.1195,28.5786,Item-specific,1,item-specific
SX342,Sub-contract,Permanent tendons,m,146.79,1.1195,192.1691,Item-specific,1,item-specific
SX346,Sub-contract,Establishment of standard plant and equipment and removal on completion,item,10875.57,1.1195,14237.6796,Item-specific,1,item-specific
SX347,Sub-contract,Standing time,hour,351.73,1.1195,460.465,Item-specific,1,item-specific
SX348,Sub-contract,Set up installation equipment at each drain position Install drains maximum depth 10-15 m,nr,2.76,1.1195,3.6132,Item-specific,1,item-specific
SX349,Sub-contract,Install drains maximum depth over 15 m,m,2.57,1.1195,3.3645,Item-specific,1,item-specific
SX351,Sub-contract,establishment of standard drilling plant and equipment and removal on completion,item,3688.02,1.1195,4828.1467,Item-specific,1,item-specific
SX352,Sub-contract,set up at each drain position,nr,8.94,1.1195,11.7037,Item-specific,1,item-specific
SX353,Sub-contract,drilling for vertical band drains up to a maximum depth of 3 m,m,19.4,1.1195,25.3974,Item-specific,1,item-specific
SX361,Sub-contract,Plant mobilization,m,7249.14,1.1195,9490.1631,Item-specific,1,item-specific
SX365,Sub-contract,Construct stone columns to a depth ne 4 m,m,489.89,1.1195,641.3362,Item-specific,1,item-specific
SX367,Sub-contract,Plate bearing test,nr,761.83,1.1195,997.3446,Item-specific,1,item-specific
SX368,Sub-contract,Plate bearing test,nr,15236.55,1.1195,19946.8273,Item-specific,1,item-specific
SX370,Sub-contract,Vibro flotation,m,2436.35,1.1195,3189.5313,Item-specific,1,item-specific
SX371,Sub-contract,Vibro flotation,m,3070.38,1.1195,4019.5674,Item-specific,1,item-specific
SX372,Sub-contract,Vibro flotation,m,4283.89,1.1195,5608.2259,Item-specific,1,item-specific
SX373,Sub-contract,Vibro flotation,m,6924.55,1.1195,9065.2282,Item-specific,1,item-specific
SX378,Sub-contract,DYNAMIC COMPACTION,item,19700.58,1.1195,25790.8823,Item-specific,1,item-specific
SX379,Sub-contract,DYNAMIC COMPACTION,m2,3.09,1.1195,4.0453,Item-specific,1,item-specific
SX380,Sub-contract,DYNAMIC COMPACTION,m2,15.04,1.1195,19.6895,Item-specific,1,item-specific
SX381,Sub-contract,DYNAMIC COMPACTION,m2,6.61,1.1195,8.6534,Item-specific,1,item-specific
SX382,Sub-contract,DYNAMIC COMPACTION,nr,14108.16,1.1195,18469.6031,Item-specific,1,item-specific
SX385,Sub-contract,CONSOLIDATION OF ABANDONED MINE WORKINGS,item,665.39,1.1195,871.0909,Item-specific,1,item-specific
SX3852,Sub-contract,Add to the above rates where tipping charges apply (excluding Landfill Tax),m3,69.91,1.1195,91.5222,Item-specific,1,item-specific
SX3853,Sub-contract,Add to the above rates where tipping charges apply (excluding Landfill Tax),m3,209.67,1.1195,274.4881,Item-specific,1,item-specific
SX3854,Sub-contract,Add to the above rates where tipping charges apply (excluding Landfill Tax),m3,221.35,1.1195,289.7789,Item-specific,1,item-specific
SX3855,Sub-contract,Add to the above rates where tipping charges apply (excluding Landfill Tax),m3,279.56,1.1195,365.9841,Item-specific,1,item-specific
SX3856,Sub-contract,Add to the above rates where tipping charges apply (excluding Landfill Tax),m3,349.51,1.1195,457.5587,Item-specific,1,item-specific
SX3858,Sub-contract,Add to the above rates where Landfill Tax applies,m3,6.08,1.1195,7.9596,Item-specific,1,item-specific
SX3859,Sub-contract,Add to the above rates where Landfill Tax applies,m3,189.23,1.1195,247.7292,Item-specific,1,item-specific
SX3864,Sub-contract,Dia.: 300 mm,nr,431.32,1.1195,564.6597,Item-specific,1,item-specific
SX3865,Sub-contract,Dia.: 300 mm,m,19.64,1.1195,25.7116,Item-specific,1,item-specific
SX3866,Sub-contract,Dia.: 300 mm,m,60.82,1.1195,79.6221,Item-specific,1,item-specific
SX3867,Sub-contract,Dia.: 300 mm,m,60.82,1.1195,79.6221,Item-specific,1,item-specific
SX3868,Sub-contract,Dia.: 300 mm,m,60.82,1.1195,79.6221,Item-specific,1,item-specific
SX387,Sub-contract,Drilling bore holes,nr,58.67,1.1195,76.8074,Item-specific,1,item-specific
SX3870,Sub-contract,Dia.: 450 mm,nr,431.32,1.1195,564.6597,Item-specific,1,item-specific
SX3871,Sub-contract,Dia.: 450 mm,m,24.32,1.1195,31.8384,Item-specific,1,item-specific
SX3872,Sub-contract,Dia.: 450 mm,m,76.07,1.1195,99.5865,Item-specific,1,item-specific
SX3873,Sub-contract,Dia.: 450 mm,m,76.09,1.1195,99.6127,Item-specific,1,item-specific
SX3874,Sub-contract,Dia.: 450 mm,m,76.09,1.1195,99.6127,Item-specific,1,item-specific
SX3876,Sub-contract,Dia.: 600 mm,nr,431.32,1.1195,564.6597,Item-specific,1,item-specific
SX3877,Sub-contract,Dia.: 600 mm,m,62.29,1.1195,81.5465,Item-specific,1,item-specific
SX3878,Sub-contract,Dia.: 600 mm,m,135.02,1.1195,176.7605,Item-specific,1,item-specific
SX388,Sub-contract,Drilling bore holes,m,16.31,1.1195,21.3521,Item-specific,1,item-specific
SX3880,Sub-contract,"Concrete 35 N/mm2, 20 mm aggregate; installed by lorry/crawler-mounted rotary rig; Dia.: 600 mm (continued)",m,135.7,1.1195,177.6507,Item-specific,1,item-specific
SX3881,Sub-contract,"Concrete 35 N/mm2, 20 mm aggregate; installed by lorry/crawler-mounted rotary rig; Dia.: 600 mm (continued)",m,135.7,1.1195,177.6507,Item-specific,1,item-specific
SX3886,Sub-contract,Dia.: 300 mm,nr,496.8,1.1195,650.3824,Item-specific,1,item-specific
SX3887,Sub-contract,Dia.: 300 mm,m,25.53,1.1195,33.4224,Item-specific,1,item-specific
SX3888,Sub-contract,Dia.: 300 mm,nr,30.41,1.1195,39.811,Item-specific,1,item-specific
SX3889,Sub-contract,Dia.: 300 mm,nr,24.33,1.1195,31.8515,Item-specific,1,item-specific
SX389,Sub-contract,Drilling bore holes,m,28.52,1.1195,37.3368,Item-specific,1,item-specific
SX3890,Sub-contract,Dia.: 300 mm,nr,24.33,1.1195,31.8515,Item-specific,1,item-specific
SX3892,Sub-contract,Dia.: 450 mm,nr,496.8,1.1195,650.3824,Item-specific,1,item-specific
SX3893,Sub-contract,Dia.: 450 mm,m,48.65,1.1195,63.6898,Item-specific,1,item-specific
SX3894,Sub-contract,Dia.: 450 mm,nr,30.43,1.1195,39.8372,Item-specific,1,item-specific
SX3895,Sub-contract,Dia.: 450 mm,nr,30.43,1.1195,39.8372,Item-specific,1,item-specific
SX3896,Sub-contract,Dia.: 450 mm,nr,38.04,1.1195,49.7998,Item-specific,1,item-specific
SX3898,Sub-contract,Dia.: 600 mm,nr,496.8,1.1195,650.3824,Item-specific,1,item-specific
SX3899,Sub-contract,Dia.: 600 mm,m,74.74,1.1195,97.8454,Item-specific,1,item-specific
SX390,Sub-contract,Drilling bore holes,m,24.43,1.1195,31.9824,Item-specific,1,item-specific
SX3900,Sub-contract,Dia.: 600 mm,nr,40.51,1.1195,53.0334,Item-specific,1,item-specific
SX3901,Sub-contract,Dia.: 600 mm,nr,38,1.1195,49.7474,Item-specific,1,item-specific
SX3902,Sub-contract,Dia.: 600 mm,nr,33.92,1.1195,44.4061,Item-specific,1,item-specific
SX391,Sub-contract,Drilling bore holes,hr,163,1.1195,213.3904,Item-specific,1,item-specific
SX3910,Sub-contract,Dia. 430 mm; drive shell and form pile,nr,359,1.1195,469.9824,Item-specific,1,item-specific
SX3911,Sub-contract,Dia. 430 mm; drive shell and form pile,m,37.59,1.1195,49.2107,Item-specific,1,item-specific
SX3912,Sub-contract,Dia. 430 mm; drive shell and form pile,m,9.43,1.1195,12.3452,Item-specific,1,item-specific
SX3913,Sub-contract,Dia. 430 mm; drive shell and form pile,m,5.42,1.1195,7.0956,Item-specific,1,item-specific
SX3918,Sub-contract,Dia. 620 mm,nr,212.7,1.1195,278.4548,Item-specific,1,item-specific
SX3919,Sub-contract,Dia. 620 mm,m,245.87,1.1195,321.8791,Item-specific,1,item-specific
SX3920,Sub-contract,Dia. 620 mm,m,15.52,1.1195,20.3179,Item-specific,1,item-specific
SX3922,Sub-contract,Dia. 1180 mm,nr,212.7,1.1195,278.4548,Item-specific,1,item-specific
SX3923,Sub-contract,Dia. 1180 mm,m,269.52,1.1195,352.8403,Item-specific,1,item-specific
SX3924,Sub-contract,Dia. 1180 mm,m,24.52,1.1195,32.1002,Item-specific,1,item-specific
SX3926,Sub-contract,Dia. 1500 mm,nr,212.7,1.1195,278.4548,Item-specific,1,item-specific
SX3927,Sub-contract,Dia. 1500 mm,m,363.14,1.1195,475.4023,Item-specific,1,item-specific
SX3928,Sub-contract,Dia. 1500 mm,m,38.82,1.1195,50.8209,Item-specific,1,item-specific
SX393,Sub-contract,Grouting drilled bore holes,m,32.02,1.1195,41.9188,Item-specific,1,item-specific
SX394,Sub-contract,Grouting drilled bore holes,t,128.15,1.1195,167.7667,Item-specific,1,item-specific
SX3940,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 235 x 235 mm,nr,555.35,1.1195,727.0327,Item-specific,1,item-specific
SX3941,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 235 x 235 mm,nr,736.39,1.1195,964.04,Item-specific,1,item-specific
SX3942,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 235 x 235 mm,nr,917.43,1.1195,1201.0473,Item-specific,1,item-specific
SX3943,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 235 x 235 mm,nr,1098.47,1.1195,1438.0546,Item-specific,1,item-specific
SX3944,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 235 x 235 mm,nr,102.18,1.1195,133.7683,Item-specific,1,item-specific
SX3945,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 235 x 235 mm,m,4.67,1.1195,6.1137,Item-specific,1,item-specific
SX3947,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 275 x 275 mm,nr,618.22,1.1195,809.3386,Item-specific,1,item-specific
SX3948,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 275 x 275 mm,nr,830.7,1.1195,1087.5053,Item-specific,1,item-specific
SX3949,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 275 x 275 mm,nr,1043.17,1.1195,1365.659,Item-specific,1,item-specific
SX395,Sub-contract,Grouting drilled bore holes,t,150.63,1.1195,197.1963,Item-specific,1,item-specific
SX3950,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 275 x 275 mm,nr,1255.64,1.1195,1643.8127,Item-specific,1,item-specific
SX3951,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 275 x 275 mm,nr,106.6,1.1195,139.5547,Item-specific,1,item-specific
SX3952,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 275 x 275 mm,m,4.92,1.1195,6.441,Item-specific,1,item-specific
SX3954,Sub-contract,Cross-sectional area: 0.1-0.15 m2; 350 x 350 mm,nr,953.35,1.1195,1248.0718,Item-specific,1,item-specific
SX3955,Sub-contract,Cross-sectional area: 0.1-0.15 m2; 350 x 350 mm,nr,1288.25,1.1195,1686.5039,Item-specific,1,item-specific
SX3956,Sub-contract,Cross-sectional area: 0.1-0.15 m2; 350 x 350 mm,nr,1623.15,1.1195,2124.9359,Item-specific,1,item-specific
SX3957,Sub-contract,Cross-sectional area: 0.1-0.15 m2; 350 x 350 mm,nr,1958.04,1.1195,2563.3549,Item-specific,1,item-specific
SX3958,Sub-contract,Cross-sectional area: 0.1-0.15 m2; 350 x 350 mm,nr,2292.94,1.1195,3001.787,Item-specific,1,item-specific
SX3959,Sub-contract,Cross-sectional area: 0.1-0.15 m2; 350 x 350 mm,nr,204.31,1.1195,267.4711,Item-specific,1,item-specific
SX396,Sub-contract,Grouting drilled bore holes,hour,269.89,1.1195,353.3247,Item-specific,1,item-specific
SX3960,Sub-contract,Cross-sectional area: 0.1-0.15 m2; 350 x 350 mm,m,6.99,1.1195,9.1509,Item-specific,1,item-specific
SX3968,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 225 x 225 mm,nr,912.29,1.1195,1194.3183,Item-specific,1,item-specific
SX3969,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 225 x 225 mm,nr,1231.39,1.1195,1612.066,Item-specific,1,item-specific
SX3970,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 225 x 225 mm,nr,1550.48,1.1195,2029.8005,Item-specific,1,item-specific
SX3971,Sub-contract,Cross-sectional area: 0.05-0.1 m2; 225 x 225 mm,m,6.45,1.1195,8.444,Item-specific,1,item-specific
