Code,Type,Resource,Unit,Base rate GBP,Factor,Rate EUR,Scope,Used on,Source group
MX2888,Material,1350 x 700 chamber 4500 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX2889,Material,1350 x 700 chamber 4500 depth to invert,nr,3065.66,1.0,3584.9828,Item-specific,1,item-specific
MX2894,Material,675 dia. x 500 depth to invert,nr,23.41,1.0,27.3757,Item-specific,1,item-specific
MX2895,Material,675 dia. x 500 depth to invert,nr,43.66,1.0,51.056,Item-specific,1,item-specific
MX2896,Material,675 dia. x 500 depth to invert,nr,99.81,1.0,116.7178,Item-specific,1,item-specific
MX2897,Material,675 dia. x 500 depth to invert,nr,23.37,1.0,27.3289,Item-specific,1,item-specific
MX2898,Material,675 dia. x 500 depth to invert,nr,139.72,1.0,163.3886,Item-specific,1,item-specific
MX2899,Material,675 dia. x 500 depth to invert,nr,22.92,1.0,26.8026,Item-specific,1,item-specific
MX2900,Material,675 dia. x 500 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX2901,Material,675 dia. x 500 depth to invert,nr,694.4,1.0,812.0314,Item-specific,1,item-specific
MX2904,Material,675 dia. x 750 depth to invert,nr,23.41,1.0,27.3757,Item-specific,1,item-specific
MX2905,Material,675 dia. x 750 depth to invert,nr,65.48,1.0,76.5723,Item-specific,1,item-specific
MX2906,Material,675 dia. x 750 depth to invert,nr,99.81,1.0,116.7178,Item-specific,1,item-specific
MX2908,Material,Precast concrete construction; 675 dia. x 750 depth to invert (continued),nr,35.05,1.0,40.9875,Item-specific,1,item-specific
MX2909,Material,Precast concrete construction; 675 dia. x 750 depth to invert (continued),nr,139.72,1.0,163.3886,Item-specific,1,item-specific
MX2910,Material,Precast concrete construction; 675 dia. x 750 depth to invert (continued),nr,45.84,1.0,53.6053,Item-specific,1,item-specific
MX2911,Material,Precast concrete construction; 675 dia. x 750 depth to invert (continued),nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX2912,Material,Precast concrete construction; 675 dia. x 750 depth to invert (continued),nr,750.84,1.0,878.0323,Item-specific,1,item-specific
MX2915,Material,675 dia. x 1000 depth to invert,nr,23.41,1.0,27.3757,Item-specific,1,item-specific
MX2916,Material,675 dia. x 1000 depth to invert,nr,87.31,1.0,102.1003,Item-specific,1,item-specific
MX2917,Material,675 dia. x 1000 depth to invert,nr,99.81,1.0,116.7178,Item-specific,1,item-specific
MX2918,Material,675 dia. x 1000 depth to invert,nr,46.74,1.0,54.6578,Item-specific,1,item-specific
MX2919,Material,675 dia. x 1000 depth to invert,nr,139.72,1.0,163.3886,Item-specific,1,item-specific
MX2920,Material,675 dia. x 1000 depth to invert,nr,68.76,1.0,80.4079,Item-specific,1,item-specific
MX2921,Material,675 dia. x 1000 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX2922,Material,675 dia. x 1000 depth to invert,nr,807.27,1.0,944.0215,Item-specific,1,item-specific
MX2925,Material,675 dia. x 1250 depth to invert,nr,23.41,1.0,27.3757,Item-specific,1,item-specific
MX2926,Material,675 dia. x 1250 depth to invert,nr,109.14,1.0,127.6283,Item-specific,1,item-specific
MX2927,Material,675 dia. x 1250 depth to invert,nr,99.81,1.0,116.7178,Item-specific,1,item-specific
MX2928,Material,675 dia. x 1250 depth to invert,nr,58.42,1.0,68.3163,Item-specific,1,item-specific
MX2929,Material,675 dia. x 1250 depth to invert,nr,139.72,1.0,163.3886,Item-specific,1,item-specific
MX2930,Material,675 dia. x 1250 depth to invert,nr,91.68,1.0,107.2106,Item-specific,1,item-specific
MX2931,Material,675 dia. x 1250 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX2932,Material,675 dia. x 1250 depth to invert,nr,863.7,1.0,1010.0108,Item-specific,1,item-specific
MX2935,Material,900 dia. x 750 depth to invert,nr,40.97,1.0,47.9103,Item-specific,1,item-specific
MX2936,Material,900 dia. x 750 depth to invert,nr,150.6,1.0,176.1116,Item-specific,1,item-specific
MX2937,Material,900 dia. x 750 depth to invert,nr,200.8,1.0,234.8155,Item-specific,1,item-specific
MX2938,Material,900 dia. x 750 depth to invert,nr,46.74,1.0,54.6578,Item-specific,1,item-specific
MX2939,Material,900 dia. x 750 depth to invert,nr,150.84,1.0,176.3923,Item-specific,1,item-specific
MX2940,Material,900 dia. x 750 depth to invert,nr,45.84,1.0,53.6053,Item-specific,1,item-specific
MX2945,Material,900 dia. x 1000 depth to invert,nr,40.97,1.0,47.9103,Item-specific,1,item-specific
MX2946,Material,900 dia. x 1000 depth to invert,nr,200.8,1.0,234.8155,Item-specific,1,item-specific
MX2947,Material,900 dia. x 1000 depth to invert,nr,200.8,1.0,234.8155,Item-specific,1,item-specific
MX2948,Material,900 dia. x 1000 depth to invert,nr,61.34,1.0,71.731,Item-specific,1,item-specific
MX2949,Material,900 dia. x 1000 depth to invert,nr,150.84,1.0,176.3923,Item-specific,1,item-specific
MX2950,Material,900 dia. x 1000 depth to invert,nr,68.76,1.0,80.4079,Item-specific,1,item-specific
MX2955,Material,900 dia. x 1500 depth to invert,nr,40.97,1.0,47.9103,Item-specific,1,item-specific
MX2956,Material,900 dia. x 1500 depth to invert,nr,301.19,1.0,352.2116,Item-specific,1,item-specific
MX2957,Material,900 dia. x 1500 depth to invert,nr,169.95,1.0,198.7395,Item-specific,1,item-specific
MX2958,Material,900 dia. x 1500 depth to invert,nr,93.47,1.0,109.3038,Item-specific,1,item-specific
MX2959,Material,900 dia. x 1500 depth to invert,nr,150.84,1.0,176.3923,Item-specific,1,item-specific
MX2960,Material,900 dia. x 1500 depth to invert,nr,91.68,1.0,107.2106,Item-specific,1,item-specific
MX2965,Material,1200 dia. x 1500 depth to invert,nr,73.16,1.0,85.5533,Item-specific,1,item-specific
MX2966,Material,1200 dia. x 1500 depth to invert,nr,300.88,1.0,351.8491,Item-specific,1,item-specific
MX2967,Material,1200 dia. x 1500 depth to invert,nr,225.91,1.0,264.1792,Item-specific,1,item-specific
MX2968,Material,1200 dia. x 1500 depth to invert,nr,124.15,1.0,145.181,Item-specific,1,item-specific
MX2969,Material,1200 dia. x 1500 depth to invert,nr,168.91,1.0,197.5234,Item-specific,1,item-specific
MX2970,Material,1200 dia. x 1500 depth to invert,nr,91.68,1.0,107.2106,Item-specific,1,item-specific
MX2971,Material,1200 dia. x 1500 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX2972,Material,1200 dia. x 1500 depth to invert,nr,1326.2,1.0,1550.8583,Item-specific,1,item-specific
MX2975,Material,1200 dia. x 2000 depth to invert,nr,73.16,1.0,85.5533,Item-specific,1,item-specific
MX2976,Material,1200 dia. x 2000 depth to invert,nr,401.18,1.0,469.1399,Item-specific,1,item-specific
MX2977,Material,1200 dia. x 2000 depth to invert,nr,225.91,1.0,264.1792,Item-specific,1,item-specific
MX2978,Material,1200 dia. x 2000 depth to invert,nr,165.04,1.0,192.9978,Item-specific,1,item-specific
MX2979,Material,1200 dia. x 2000 depth to invert,nr,168.91,1.0,197.5234,Item-specific,1,item-specific
MX2980,Material,1200 dia. x 2000 depth to invert,nr,137.53,1.0,160.8276,Item-specific,1,item-specific
MX2981,Material,1200 dia. x 2000 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX2982,Material,1200 dia. x 2000 depth to invert,nr,1513.24,1.0,1769.5829,Item-specific,1,item-specific
MX2985,Material,1200 dia. x 2500 depth to invert,nr,73.16,1.0,85.5533,Item-specific,1,item-specific
MX2986,Material,1200 dia. x 2500 depth to invert,nr,501.47,1.0,586.419,Item-specific,1,item-specific
MX2987,Material,1200 dia. x 2500 depth to invert,nr,225.91,1.0,264.1792,Item-specific,1,item-specific
MX2988,Material,1200 dia. x 2500 depth to invert,nr,205.94,1.0,240.8262,Item-specific,1,item-specific
MX2989,Material,1200 dia. x 2500 depth to invert,nr,168.91,1.0,197.5234,Item-specific,1,item-specific
MX2990,Material,1200 dia. x 2500 depth to invert,nr,183.37,1.0,214.4329,Item-specific,1,item-specific
MX2991,Material,1200 dia. x 2500 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX2992,Material,1200 dia. x 2500 depth to invert,nr,1700.27,1.0,1988.2957,Item-specific,1,item-specific
MX2995,Material,1200 dia. x 3000 depth to invert,nr,73.16,1.0,85.5533,Item-specific,1,item-specific
MX2996,Material,1200 dia. x 3000 depth to invert,nr,601.77,1.0,703.7098,Item-specific,1,item-specific
MX2997,Material,1200 dia. x 3000 depth to invert,nr,225.91,1.0,264.1792,Item-specific,1,item-specific
MX2998,Material,1200 dia. x 3000 depth to invert,nr,248.29,1.0,290.3503,Item-specific,1,item-specific
MX3000,Material,Precast concrete construction; 1200 dia. x 3000 depth to invert (continued),nr,168.91,1.0,197.5234,Item-specific,1,item-specific
MX3001,Material,Precast concrete construction; 1200 dia. x 3000 depth to invert (continued),nr,206.29,1.0,241.2355,Item-specific,1,item-specific
MX3002,Material,Precast concrete construction; 1200 dia. x 3000 depth to invert (continued),nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3003,Material,Precast concrete construction; 1200 dia. x 3000 depth to invert (continued),nr,1865.84,1.0,2181.9133,Item-specific,1,item-specific
MX3006,Material,1800 dia. x 2000 depth to invert,nr,166.81,1.0,195.0676,Item-specific,1,item-specific
MX3007,Material,1800 dia. x 2000 depth to invert,nr,1056.44,1.0,1235.4009,Item-specific,1,item-specific
MX3008,Material,1800 dia. x 2000 depth to invert,nr,609.08,1.0,712.2582,Item-specific,1,item-specific
MX3009,Material,1800 dia. x 2000 depth to invert,nr,248.29,1.0,290.3503,Item-specific,1,item-specific
MX3010,Material,1800 dia. x 2000 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3011,Material,1800 dia. x 2000 depth to invert,nr,137.53,1.0,160.8276,Item-specific,1,item-specific
MX3012,Material,1800 dia. x 2000 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3013,Material,1800 dia. x 2000 depth to invert,nr,2751.82,1.0,3217.9783,Item-specific,1,item-specific
MX3016,Material,1800 dia. x 2500 depth to invert,nr,166.81,1.0,195.0676,Item-specific,1,item-specific
MX3017,Material,1800 dia. x 2500 depth to invert,nr,1320.55,1.0,1544.2512,Item-specific,1,item-specific
MX3018,Material,1800 dia. x 2500 depth to invert,nr,609.08,1.0,712.2582,Item-specific,1,item-specific
MX3019,Material,1800 dia. x 2500 depth to invert,nr,309.64,1.0,362.093,Item-specific,1,item-specific
MX3020,Material,1800 dia. x 2500 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3021,Material,1800 dia. x 2500 depth to invert,nr,183.37,1.0,214.4329,Item-specific,1,item-specific
MX3022,Material,1800 dia. x 2500 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3023,Material,1800 dia. x 2500 depth to invert,nr,3123.11,1.0,3652.1648,Item-specific,1,item-specific
MX3026,Material,1800 dia. x 3000 depth to invert,nr,166.81,1.0,195.0676,Item-specific,1,item-specific
MX3027,Material,1800 dia. x 3000 depth to invert,nr,1584.66,1.0,1853.1014,Item-specific,1,item-specific
MX3028,Material,1800 dia. x 3000 depth to invert,nr,609.08,1.0,712.2582,Item-specific,1,item-specific
MX3029,Material,1800 dia. x 3000 depth to invert,nr,370.98,1.0,433.824,Item-specific,1,item-specific
MX3030,Material,1800 dia. x 3000 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3031,Material,1800 dia. x 3000 depth to invert,nr,206.29,1.0,241.2355,Item-specific,1,item-specific
MX3032,Material,1800 dia. x 3000 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3033,Material,1800 dia. x 3000 depth to invert,nr,3471.49,1.0,4059.5604,Item-specific,1,item-specific
MX3036,Material,1800 dia. x 3500 depth to invert,nr,166.81,1.0,195.0676,Item-specific,1,item-specific
MX3037,Material,1800 dia. x 3500 depth to invert,nr,1848.77,1.0,2161.9516,Item-specific,1,item-specific
MX3038,Material,1800 dia. x 3500 depth to invert,nr,609.08,1.0,712.2582,Item-specific,1,item-specific
MX3039,Material,1800 dia. x 3500 depth to invert,nr,433.78,1.0,507.2623,Item-specific,1,item-specific
MX3040,Material,1800 dia. x 3500 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3041,Material,1800 dia. x 3500 depth to invert,nr,252.13,1.0,294.8408,Item-specific,1,item-specific
MX3042,Material,1800 dia. x 3500 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3043,Material,1800 dia. x 3500 depth to invert,nr,3844.24,1.0,4495.4543,Item-specific,1,item-specific
MX3046,Material,1800 dia. x 4000 depth to invert,nr,166.81,1.0,195.0676,Item-specific,1,item-specific
MX3047,Material,1800 dia. x 4000 depth to invert,nr,2112.88,1.0,2470.8019,Item-specific,1,item-specific
MX3048,Material,1800 dia. x 4000 depth to invert,nr,609.08,1.0,712.2582,Item-specific,1,item-specific
MX3049,Material,1800 dia. x 4000 depth to invert,nr,495.13,1.0,579.005,Item-specific,1,item-specific
MX3050,Material,1800 dia. x 4000 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3051,Material,1800 dia. x 4000 depth to invert,nr,297.97,1.0,348.4461,Item-specific,1,item-specific
MX3052,Material,1800 dia. x 4000 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3053,Material,1800 dia. x 4000 depth to invert,nr,4215.54,1.0,4929.6525,Item-specific,1,item-specific
MX3056,Material,2400 dia. x 3000 depth to invert,nr,298.5,1.0,349.0659,Item-specific,1,item-specific
MX3057,Material,2400 dia. x 3000 depth to invert,nr,4530.57,1.0,5298.0486,Item-specific,1,item-specific
MX3058,Material,2400 dia. x 3000 depth to invert,nr,1727.27,1.0,2019.8695,Item-specific,1,item-specific
MX3059,Material,2400 dia. x 3000 depth to invert,nr,495.13,1.0,579.005,Item-specific,1,item-specific
MX3060,Material,2400 dia. x 3000 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3061,Material,2400 dia. x 3000 depth to invert,nr,206.29,1.0,241.2355,Item-specific,1,item-specific
MX3062,Material,2400 dia. x 3000 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3063,Material,2400 dia. x 3000 depth to invert,nr,7791.43,1.0,9111.2982,Item-specific,1,item-specific
MX3066,Material,2400 dia. x 4500 depth to invert,nr,298.5,1.0,349.0659,Item-specific,1,item-specific
MX3067,Material,2400 dia. x 4500 depth to invert,nr,6795.85,1.0,7947.067,Item-specific,1,item-specific
MX3068,Material,2400 dia. x 4500 depth to invert,nr,1727.27,1.0,2019.8695,Item-specific,1,item-specific
MX3069,Material,2400 dia. x 4500 depth to invert,nr,743.42,1.0,869.3553,Item-specific,1,item-specific
MX3070,Material,2400 dia. x 4500 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3071,Material,2400 dia. x 4500 depth to invert,nr,320.89,1.0,375.2488,Item-specific,1,item-specific
MX3072,Material,2400 dia. x 4500 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3073,Material,2400 dia. x 4500 depth to invert,nr,10419.61,1.0,12184.6919,Item-specific,1,item-specific
MX3076,Material,2700 dia. x 3000 depth to invert,nr,377.52,1.0,441.4719,Item-specific,1,item-specific
MX3077,Material,2700 dia. x 3000 depth to invert,nr,4888.91,1.0,5717.0914,Item-specific,1,item-specific
MX3078,Material,2700 dia. x 3000 depth to invert,nr,3474.55,1.0,4063.1388,Item-specific,1,item-specific
MX3079,Material,2700 dia. x 3000 depth to invert,nr,557.93,1.0,652.4433,Item-specific,1,item-specific
MX3080,Material,2700 dia. x 3000 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3081,Material,2700 dia. x 3000 depth to invert,nr,206.29,1.0,241.2355,Item-specific,1,item-specific
MX3082,Material,2700 dia. x 3000 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3083,Material,2700 dia. x 3000 depth to invert,nr,10038.87,1.0,11739.4546,Item-specific,1,item-specific
MX3086,Material,2700 dia. x 4500 depth to invert,nr,376.05,1.0,439.7529,Item-specific,1,item-specific
MX3087,Material,2700 dia. x 4500 depth to invert,nr,7333.37,1.0,8575.6429,Item-specific,1,item-specific
MX3088,Material,2700 dia. x 4500 depth to invert,nr,3474.55,1.0,4063.1388,Item-specific,1,item-specific
MX3089,Material,2700 dia. x 4500 depth to invert,nr,836.89,1.0,978.6592,Item-specific,1,item-specific
MX3090,Material,2700 dia. x 4500 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3092,Material,Precast concrete construction; 2700 dia. x 4500 depth to invert (continued),nr,320.89,1.0,375.2488,Item-specific,1,item-specific
MX3093,Material,Precast concrete construction; 2700 dia. x 4500 depth to invert (continued),nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3094,Material,Precast concrete construction; 2700 dia. x 4500 depth to invert (continued),nr,12875.43,1.0,15056.5278,Item-specific,1,item-specific
MX3097,Material,3000 dia. x 3000 depth to invert,nr,465.32,1.0,544.1452,Item-specific,1,item-specific
MX3098,Material,3000 dia. x 3000 depth to invert,nr,6266.55,1.0,7328.1036,Item-specific,1,item-specific
MX3099,Material,3000 dia. x 3000 depth to invert,nr,3316.15,1.0,3877.9058,Item-specific,1,item-specific
MX3100,Material,3000 dia. x 3000 depth to invert,nr,619.27,1.0,724.1743,Item-specific,1,item-specific
MX3101,Material,3000 dia. x 3000 depth to invert,nr,192.16,1.0,224.7119,Item-specific,1,item-specific
MX3102,Material,3000 dia. x 3000 depth to invert,nr,206.29,1.0,241.2355,Item-specific,1,item-specific
MX3103,Material,3000 dia. x 3000 depth to invert,nr,341.51,1.0,399.3618,Item-specific,1,item-specific
MX3104,Material,3000 dia. x 3000 depth to invert,nr,11407.25,1.0,13339.6382,Item-specific,1,item-specific
