Ref,Page,Class,Section,Sub-heading,Item,Unit,Gang hrs,Labour £,Plant £,Material £,Sub-contract £,UK COST £,Labour €,Plant €,Material €,Sub-contract €,IRISH COST €,Derivation basis,Confidence,Published rate £ (superseded),Variance £,Flag,Derivation note
230,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Engineer or geologist,chartered,hr,,0.0,0.0,0.0,104.28,104.28,0.0,0.0,0.0,136.52,136.52,All-in specialist rate,All-in (not split),104.28,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
231,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Engineer or geologist,principal or consultant,hr,,0.0,0.0,0.0,139.71,139.71,0.0,0.0,0.0,182.9,182.9,All-in specialist rate,All-in (not split),139.71,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
233,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,technician,nr,,0.0,0.0,0.0,61.31,61.31,0.0,0.0,0.0,80.26,80.26,All-in specialist rate,All-in (not split),61.31,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
234,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,technician engineer/graduate engineer or geologist,nr,,0.0,0.0,0.0,84.1,84.1,0.0,0.0,0.0,110.1,110.1,All-in specialist rate,All-in (not split),84.1,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
235,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,chartered engineer,nr,,0.0,0.0,0.0,104.28,104.28,0.0,0.0,0.0,136.52,136.52,All-in specialist rate,All-in (not split),104.28,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
236,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,principal or consultant,nr,,0.0,0.0,0.0,139.71,139.71,0.0,0.0,0.0,182.9,182.9,All-in specialist rate,All-in (not split),139.71,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
237,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,Overnight stays in connection with visits to the site technician,nr,,0.0,0.0,0.0,117.19,117.19,0.0,0.0,0.0,153.42,153.42,All-in specialist rate,All-in (not split),117.19,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
238,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,technician engineer/graduate engineer or geologist,nr,,0.0,0.0,0.0,116.65,116.65,0.0,0.0,0.0,152.71,152.71,All-in specialist rate,All-in (not split),116.65,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
239,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,chartered engineer/senior geologist,nr,,0.0,0.0,0.0,151.92,151.92,0.0,0.0,0.0,198.88,198.88,All-in specialist rate,All-in (not split),151.92,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
240,IMG_0068,CLASS B: GROUND INVESTIGATION,08 PROFESSIONAL SERVICES,Visits to the Site,principal or consultant,nr,,0.0,0.0,0.0,151.92,151.92,0.0,0.0,0.0,198.88,198.88,All-in specialist rate,All-in (not split),151.92,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
245,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,,Establishment of standard drilling plant and equipment and removal on completion,item,,0.0,0.0,0.0,16128.32,16128.32,0.0,0.0,0.0,21114.09,21114.09,All-in specialist rate,All-in (not split),16128.32,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
246,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,,Rate per hole,nr,,0.0,0.0,0.0,161.28,161.28,0.0,0.0,0.0,211.14,211.14,All-in specialist rate,All-in (not split),161.28,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
247,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,,Standing time,hour,,0.0,0.0,0.0,351.73,351.73,0.0,0.0,0.0,460.46,460.46,All-in specialist rate,All-in (not split),351.73,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
248,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,,Multiple water pressure tests,nr,,0.0,0.0,0.0,10.76,10.76,0.0,0.0,0.0,14.09,14.09,All-in specialist rate,All-in (not split),10.76,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
250,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through material other than rock or artificial hard material; vertically downwards,depth ne 5 m,m,,0.0,0.0,0.0,30.76,30.76,0.0,0.0,0.0,40.27,40.27,All-in specialist rate,All-in (not split),30.76,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
251,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through material other than rock or artificial hard material; vertically downwards,depth 5-10 m,m,,0.0,0.0,0.0,35.61,35.61,0.0,0.0,0.0,46.62,46.62,All-in specialist rate,All-in (not split),35.61,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
252,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through material other than rock or artificial hard material; vertically downwards,depth 10-20 m,m,,0.0,0.0,0.0,42.19,42.19,0.0,0.0,0.0,55.23,55.23,All-in specialist rate,All-in (not split),42.19,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
253,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through material other than rock or artificial hard material; vertically downwards,depth 20-30 m,m,,0.0,0.0,0.0,51.61,51.61,0.0,0.0,0.0,67.56,67.56,All-in specialist rate,All-in (not split),51.61,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
255,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Downwards at an angle 0-45 deg to the vertical,depth ne 5 m,m,,0.0,0.0,0.0,30.76,30.76,0.0,0.0,0.0,40.27,40.27,All-in specialist rate,All-in (not split),30.76,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
256,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Downwards at an angle 0-45 deg to the vertical,depth 5-10 m,m,,0.0,0.0,0.0,35.61,35.61,0.0,0.0,0.0,46.62,46.62,All-in specialist rate,All-in (not split),35.61,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
257,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Downwards at an angle 0-45 deg to the vertical,depth 10-20 m,m,,0.0,0.0,0.0,42.19,42.19,0.0,0.0,0.0,55.23,55.23,All-in specialist rate,All-in (not split),42.19,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
258,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Downwards at an angle 0-45 deg to the vertical,depth 20-30 m,m,,0.0,0.0,0.0,51.61,51.61,0.0,0.0,0.0,67.56,67.56,All-in specialist rate,All-in (not split),51.61,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
260,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Horizontally or downwards at an angle less than 45 deg to the horizontal,depth ne 5 m,m,,0.0,0.0,0.0,30.76,30.76,0.0,0.0,0.0,40.27,40.27,All-in specialist rate,All-in (not split),30.76,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
261,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Horizontally or downwards at an angle less than 45 deg to the horizontal,depth 5-10 m,m,,0.0,0.0,0.0,35.61,35.61,0.0,0.0,0.0,46.62,46.62,All-in specialist rate,All-in (not split),35.61,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
262,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Horizontally or downwards at an angle less than 45 deg to the horizontal,depth 10-20 m,m,,0.0,0.0,0.0,42.19,42.19,0.0,0.0,0.0,55.23,55.23,All-in specialist rate,All-in (not split),42.19,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
263,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Horizontally or downwards at an angle less than 45 deg to the horizontal,depth 20-30 m,m,,0.0,0.0,0.0,51.61,51.61,0.0,0.0,0.0,67.56,67.56,All-in specialist rate,All-in (not split),51.61,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
265,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle 0-45 deg to the horizontal,depth ne 5 m,m,,0.0,0.0,0.0,50.67,50.67,0.0,0.0,0.0,66.33,66.33,All-in specialist rate,All-in (not split),50.67,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
266,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle 0-45 deg to the horizontal,depth 5-10 m,m,,0.0,0.0,0.0,61.63,61.63,0.0,0.0,0.0,80.68,80.68,All-in specialist rate,All-in (not split),61.63,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
267,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle 0-45 deg to the horizontal,depth 10-20 m,m,,0.0,0.0,0.0,65.73,65.73,0.0,0.0,0.0,86.05,86.05,All-in specialist rate,All-in (not split),65.73,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
268,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle 0-45 deg to the horizontal,depth 20-30 m,m,,0.0,0.0,0.0,70.12,70.12,0.0,0.0,0.0,91.8,91.8,All-in specialist rate,All-in (not split),70.12,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
270,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle less than 45 deg to the vertical,depth ne 5 m,m,,0.0,0.0,0.0,50.67,50.67,0.0,0.0,0.0,66.33,66.33,All-in specialist rate,All-in (not split),50.67,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
271,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle less than 45 deg to the vertical,depth 5-10 m,m,,0.0,0.0,0.0,61.63,61.63,0.0,0.0,0.0,80.68,80.68,All-in specialist rate,All-in (not split),61.63,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
272,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle less than 45 deg to the vertical,depth 10-20 m,m,,0.0,0.0,0.0,65.73,65.73,0.0,0.0,0.0,86.05,86.05,All-in specialist rate,All-in (not split),65.73,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
273,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Upwards at an angle less than 45 deg to the vertical,depth 20-30 m,m,,0.0,0.0,0.0,70.12,70.12,0.0,0.0,0.0,91.8,91.8,All-in specialist rate,All-in (not split),70.12,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
275,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; vertically downwards,depth ne 5 m,m,,0.0,0.0,0.0,32.94,32.94,0.0,0.0,0.0,43.12,43.12,All-in specialist rate,All-in (not split),32.94,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
276,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; vertically downwards,depth 5-10 m,m,,0.0,0.0,0.0,40.44,40.44,0.0,0.0,0.0,52.94,52.94,All-in specialist rate,All-in (not split),40.44,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
277,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; vertically downwards,depth 10-20 m,m,,0.0,0.0,0.0,49.21,49.21,0.0,0.0,0.0,64.42,64.42,All-in specialist rate,All-in (not split),49.21,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
278,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; vertically downwards,depth 20-30 m,m,,0.0,0.0,0.0,61.51,61.51,0.0,0.0,0.0,80.52,80.52,All-in specialist rate,All-in (not split),61.51,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
280,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,depth ne 5 m,m,,0.0,0.0,0.0,32.94,32.94,0.0,0.0,0.0,43.12,43.12,All-in specialist rate,All-in (not split),32.94,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
281,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,depth 5-10 m,m,,0.0,0.0,0.0,40.44,40.44,0.0,0.0,0.0,52.94,52.94,All-in specialist rate,All-in (not split),40.44,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
282,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,depth 10-20 m,m,,0.0,0.0,0.0,49.21,49.21,0.0,0.0,0.0,64.42,64.42,All-in specialist rate,All-in (not split),49.21,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
283,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; downwards at an angle 0-45 deg to the vertical,depth 20-30 m,m,,0.0,0.0,0.0,61.51,61.51,0.0,0.0,0.0,80.52,80.52,All-in specialist rate,All-in (not split),61.51,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
285,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizontal,depth ne 5 m,m,,0.0,0.0,0.0,32.94,32.94,0.0,0.0,0.0,43.12,43.12,All-in specialist rate,All-in (not split),32.94,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
286,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizontal,depth 5-10 m,m,,0.0,0.0,0.0,40.44,40.44,0.0,0.0,0.0,52.94,52.94,All-in specialist rate,All-in (not split),40.44,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
287,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizontal,depth 10-20 m,m,,0.0,0.0,0.0,49.21,49.21,0.0,0.0,0.0,64.42,64.42,All-in specialist rate,All-in (not split),49.21,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
288,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; horizontally or downwards at an angle less than 45 deg to the horizontal,depth 20-30 m,m,,0.0,0.0,0.0,61.51,61.51,0.0,0.0,0.0,80.52,80.52,All-in specialist rate,All-in (not split),61.51,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
290,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,depth ne 5 m,m,,0.0,0.0,0.0,36.98,36.98,0.0,0.0,0.0,48.41,48.41,All-in specialist rate,All-in (not split),36.98,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
291,IMG_0068,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,01 DRILLING FOR GROUT HOLES,Drilling through rock or artificial hard material; upwards at an angle 0-45 deg to the horizontal,depth 5-10 m,m,,0.0,0.0,0.0,70.12,70.12,0.0,0.0,0.0,91.8,91.8,All-in specialist rate,All-in (not split),70.12,0.0,,Source publishes a specialist/sub-contract all-in rate; no labour/plant/material build-up exists to derive from.
