Item ref,Class,Section,Sub-heading,Item,Unit,Labour EUR,Plant EUR,Material EUR,Sub-contract EUR,TOTAL COST EUR,WBS lines,Book-derived EUR,Variance EUR
308,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Materials,pea gravel,t,0,0,0,49.39,49.39,1,49.39,0.0
309,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Materials,bentonite (2:1),t,0,0,0,339.21,339.21,1,339.21,0.0
311,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Injection,establishment of standard injection plant and removal on completion,item,0,0,0,23729.45,23729.45,1,23729.45,0.0
312,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Injection,standing time,hr,0,0,0,460.46,460.46,1,460.46,0.0
313,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Injection,number of injections,nr,0,0,0,143.22,143.22,1,143.22,0.0
314,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Injection,neat cement grout,t,0,0,0,243.44,243.44,1,243.44,0.0
315,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,04 GROUT MATERIALS AND INJECTION,Injection,cement/PFA grout,t,0,0,0,149.67,149.67,1,149.67,0.0
319,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,05 DIAPHRAGM WALLS,,Establishment of standard plant and equipment including bentonite storage tanks and removal on completion,item,0,0,0,718849.42,718849.42,1,718849.42,0.0
320,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,05 DIAPHRAGM WALLS,,Standing time,hour,0,0,0,1841.85,1841.85,1,1841.85,0.0
321,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,05 DIAPHRAGM WALLS,,"Excavation, disposal of soil and placing of concrete",m3,0,0,0,933.6,933.6,1,933.6,0.0
322,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,05 DIAPHRAGM WALLS,,Provide and place reinforcement cages,tonne,0,0,0,1591.29,1591.29,1,1591.29,0.0
323,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,05 DIAPHRAGM WALLS,,Excavate/chisel in hard material/rock,hour,0,0,0,2067.54,2067.54,1,2067.54,0.0
324,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,05 DIAPHRAGM WALLS,,Waterproofed joints,m,0,0,0,13.8,13.8,1,13.8,0.0
325,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,05 DIAPHRAGM WALLS,,Guide walls (twin),m,0,0,0,1127.92,1127.92,1,1127.92,0.0
329,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,,Establishment of standard plant and equipment and removal on completion,item,0,0,0,23729.45,23729.45,1,23729.45,0.0
330,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,,Standing time,hour,0,0,0,460.46,460.46,1,460.46,0.0
332,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Ground anchorages; temporary or permanent,"15.0 m maximum depth; in rock, alluvial or clay; 0-50 t load",m,0,0,0,81.59,81.59,1,81.59,0.0
333,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Ground anchorages; temporary or permanent,15.0 m maximum depth; in rock or alluvial; 50-90 t load,m,0,0,0,115.23,115.23,1,115.23,0.0
334,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Ground anchorages; temporary or permanent,15.0 m maximum depth; in rock only; 90-150 t load,m,0,0,0,237.07,237.07,1,237.07,0.0
336,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Temporary tendons,"in rock, alluvial or clay; 0-50 t load",m,0,0,0,62.52,62.52,1,62.52,0.0
337,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Temporary tendons,in rock or alluvial; 50-90 t load,m,0,0,0,90.49,90.49,1,90.49,0.0
338,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Temporary tendons,in rock only; 90-150 t load,m,0,0,0,120.11,120.11,1,120.11,0.0
340,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Permanent tendons,"in rock, alluvial or clay; 0-50 t load",m,0,0,0,62.52,62.52,1,62.52,0.0
341,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Permanent tendons,in rock or alluvial; 50-90 t load,m,0,0,0,90.49,90.49,1,90.49,0.0
342,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,06 GROUND REINFORCEMENT,Permanent tendons,in rock only; 90-150 t load,m,0,0,0,192.17,192.17,1,192.17,0.0
346,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,"07 SAND, BAND AND WICK DRAINS",,Establishment of standard plant and equipment and removal on completion,item,0,0,0,14237.68,14237.68,1,14237.68,0.0
347,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,"07 SAND, BAND AND WICK DRAINS",,Standing time,hour,0,0,0,460.46,460.46,1,460.46,0.0
348,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,"07 SAND, BAND AND WICK DRAINS",,Set up installation equipment at each drain position Install drains maximum depth 10-15 m,nr,0,0,0,3.61,3.61,1,3.61,0.0
349,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,"07 SAND, BAND AND WICK DRAINS",,Install drains maximum depth over 15 m,m,0,0,0,3.36,3.36,1,3.36,0.0
351,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,"07 SAND, BAND AND WICK DRAINS",,establishment of standard drilling plant and equipment and removal on completion,item,0,0,0,4828.15,4828.15,1,4828.15,0.0
352,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,"07 SAND, BAND AND WICK DRAINS",,set up at each drain position,nr,0,0,0,11.7,11.7,1,11.7,0.0
353,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,"07 SAND, BAND AND WICK DRAINS",,drilling for vertical band drains up to a maximum depth of 3 m,m,0,0,0,25.4,25.4,1,25.4,0.0
361,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Plant mobilization,establishment of standard plant and equipment and removal on completion,m,0,0,0,9490.16,9490.16,1,9490.16,0.0
362,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Plant mobilization,standing time,m,0,370.97,0,0,370.97,7,370.98,-0.01
364,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Construct stone columns to a depth ne 4 m,dry formed,m,115.8,0,0,0,115.8,5,115.81,-0.01
365,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Construct stone columns to a depth ne 4 m,water jet formed,m,0,0,0,641.34,641.34,1,641.34,0.0
367,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Plate bearing test,ne 11 t or 2 hour duration,nr,0,0,0,997.34,997.34,1,997.34,0.0
368,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Plate bearing test,zone specification testing,nr,0,0,0,19946.83,19946.83,1,19946.83,0.0
370,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Vibro flotation,Depth not exceeding 5 m,m,29.91,65.86,0,3189.53,3285.3,15,3285.32,-0.02
371,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Vibro flotation,Depth: 5 m-10 m,m,74.82,34.87,0,4019.57,4129.26,15,4129.23,0.03
372,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Vibro flotation,Depth: 10 m-20 m,m,74.82,63.01,0,5608.23,5746.06,15,5746.06,0.0
373,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Vibro flotation,Depth: 30 m-40 m,m,149.62,69.68,0,9065.23,9284.53,15,9284.52,0.01
378,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,DYNAMIC COMPACTION,Establishment of standard plant and equipment and removal on completion.,item,0,0,0,25790.88,25790.88,1,25790.88,0.0
379,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,DYNAMIC COMPACTION,Ground treatment,m2,0,0,0,4.05,4.05,1,4.05,0.0
380,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,DYNAMIC COMPACTION,Laying free-draining granular blanket layer as both working surface and backfill material (300 mm thickness required of filter material),m2,0,0,0,19.69,19.69,1,19.69,0.0
381,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,DYNAMIC COMPACTION,"Control testing including levelling, piezometers and penetrameter testing",m2,0,0,0,8.65,8.65,1,8.65,0.0
382,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,DYNAMIC COMPACTION,Kentledge load test,nr,0,0,0,18469.6,18469.6,1,18469.6,0.0
385,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,CONSOLIDATION OF ABANDONED MINE WORKINGS,"Transport plant, labour and all equipment to and from site (max. 50 miles)",item,0,0,0,871.09,871.09,1,871.09,0.0
387,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Drilling bore holes,move to each seperate bore position; erect equipment; dismantle prior to next move,nr,0,0,0,76.81,76.81,1,76.81,0.0
388,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Drilling bore holes,drill 50 mm dia. bore holes,m,0,0,0,21.35,21.35,1,21.35,0.0
389,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Drilling bore holes,drill 100 mm dia. bore holes for pea gravel injection,m,0,0,0,37.34,37.34,1,37.34,0.0
390,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Drilling bore holes,"extra for casing, when required",m,0,0,0,31.98,31.98,1,31.98,0.0
391,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Drilling bore holes,standing time for drilling rig and crew,hr,0,0,0,213.39,213.39,1,213.39,0.0
393,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Grouting drilled bore holes,connecting grout lines,m,0,0,0,41.92,41.92,1,41.92,0.0
394,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Grouting drilled bore holes,injection of grout,t,0,0,0,167.77,167.77,1,167.77,0.0
395,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Grouting drilled bore holes,add for pea gravel injection,t,0,0,0,197.2,197.2,1,197.2,0.0
396,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Grouting drilled bore holes,standing time for grouting rig and crew,hour,0,0,0,353.32,353.32,1,353.32,0.0
398,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Provide materials for grouting,ordinary portland cement,t,0,0,0,262.73,262.73,1,262.73,0.0
399,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Provide materials for grouting,sulphate-resistant cement,t,0,0,0,267.51,267.51,1,267.51,0.0
400,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Provide materials for grouting,pulverised fuel ash (PFA),t,0,0,0,37.66,37.66,1,37.66,0.0
401,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Provide materials for grouting,sand,t,0,0,0,49.39,49.39,1,49.39,0.0
402,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Provide materials for grouting,pea gravel,t,0,0,0,411.67,411.67,1,411.67,0.0
403,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Provide materials for grouting,bentonite (2:1),t,0,0,0,339.21,339.21,1,339.21,0.0
404,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Provide materials for grouting,cement grout,t,0,0,0,388.36,388.36,1,388.36,0.0
406,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,"Capping to old shafts or similar; reinforced concrete grade C20P, 20 mm aggregate; thickness",ne 150 mm,m3,0,0,0,409.67,409.67,1,409.67,0.0
407,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,"Capping to old shafts or similar; reinforced concrete grade C20P, 20 mm aggregate; thickness",150-300 mm,m3,0,0,0,397.98,397.98,1,397.98,0.0
408,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,"Capping to old shafts or similar; reinforced concrete grade C20P, 20 mm aggregate; thickness",300-500 mm,m3,0,0,0,386.26,386.26,1,386.26,0.0
409,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,"Capping to old shafts or similar; reinforced concrete grade C20P, 20 mm aggregate; thickness",over 500 mm,m3,0,0,0,316.03,316.03,1,316.03,0.0
411,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Mild steel bars BS4449; supplied in bent and cut lengths,6 mm nominal size,t,0,0,0,2086.75,2086.75,1,2086.75,0.0
412,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Mild steel bars BS4449; supplied in bent and cut lengths,8 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
413,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Mild steel bars BS4449; supplied in bent and cut lengths,10 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
414,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Mild steel bars BS4449; supplied in bent and cut lengths,12 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
415,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Mild steel bars BS4449; supplied in bent and cut lengths,16 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
416,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,Mild steel bars BS4449; supplied in bent and cut lengths,20 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
418,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,High yield steel bars BS4449 or 4461; supplied in bent and cut lengths,6 mm nominal size,t,0,0,0,2086.75,2086.75,1,2086.75,0.0
419,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,High yield steel bars BS4449 or 4461; supplied in bent and cut lengths,8 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
420,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,High yield steel bars BS4449 or 4461; supplied in bent and cut lengths,10 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
421,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,High yield steel bars BS4449 or 4461; supplied in bent and cut lengths,12 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
422,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,High yield steel bars BS4449 or 4461; supplied in bent and cut lengths,16 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
424,CLASS C: GEOTECHNICAL AND OTHER SPECIALIST PROCESSES,08 VIBRO-FLOTATION AND DYNAMIC COMPACTION,High yield steel bars BS4449 or 4461; supplied in bent and cut lengths (continued),20 mm nominal size,t,0,0,0,2086.77,2086.77,1,2086.77,0.0
429,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Clear site vegetation,generally,ha,0,0,0,2452.3,2452.3,1,2452.3,0.0
430,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Clear site vegetation,Invasive plant species,ha,0,0,0,6759.13,6759.13,1,6759.13,0.0
431,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Clear site vegetation,areas below tidal level,ha,0,0,0,8261.2,8261.2,1,8261.2,0.0
435,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling with rotary percussion drills,105-110 mm dia.; hard rock,m,0,0,0,33.34,33.34,1,33.34,0.0
436,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling with rotary percussion drills,105-110 mm dia.; sandstone,m,0,0,0,16.78,16.78,1,16.78,0.0
437,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling with rotary percussion drills,125 mm dia.; hard rock,m,0,0,0,26.29,26.29,1,26.29,0.0
438,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling with rotary percussion drills,125 mm dia.; sandstone,m,0,0,0,23.8,23.8,1,23.8,0.0
439,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling with rotary percussion drills,165 mm dia.; hard rock,m,0,0,0,27.22,27.22,1,27.22,0.0
440,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling with rotary percussion drills,165 mm dia.; sandstone Drilling and blasting in open cut for bulk excavation,m,0,0,0,30.14,30.14,1,30.14,0.0
442,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling and blasting in open cut for bulk excavation excluding cost of excavation or trimming,hard rock,m,0,0,0,6.86,6.86,1,6.86,0.0
443,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling and blasting in open cut for bulk excavation excluding cost of excavation or trimming,sandstone,m,0,0,0,10.37,10.37,1,10.37,0.0
445,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling and blasting for quarry operations with face height exceeding 10 m,hard rock,m,0,0,0,7.2,7.2,1,7.2,0.0
446,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling and blasting for quarry operations with face height exceeding 10 m,sandstone,m,0,0,0,7.2,7.2,1,7.2,0.0
448,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling and blasting in trenches excluding cost of excavation or trimming,trench width ne 1.0 m,m,0,0,0,57.24,57.24,1,57.24,0.0
449,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling and blasting in trenches excluding cost of excavation or trimming,trench width 1.0-1.5 m,m,0,0,0,50.04,50.04,1,50.04,0.0
450,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Drilling and blasting in trenches excluding cost of excavation or trimming,trench width over 1.5 m,m,0,0,0,42.05,42.05,1,42.05,0.0
452,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Secondary blasting to boulders,pop shooting,m,0,0,0,18.03,18.03,1,18.03,0.0
453,CLASS D: DEMOLITION AND SITE CLEARANCE,01 SITE CLEARANCE,Secondary blasting to boulders,plaster shooting,m,0,0,0,9.64,9.64,1,9.64,0.0
457,CLASS D: DEMOLITION AND SITE CLEARANCE,02 TREES,Remove trees,girth 500 mm-1 m,nr,0,0,0,88.03,88.03,1,88.03,0.0
458,CLASS D: DEMOLITION AND SITE CLEARANCE,02 TREES,Remove trees,girth 1-2 m,nr,0,0,0,149.49,149.49,1,149.49,0.0
459,CLASS D: DEMOLITION AND SITE CLEARANCE,02 TREES,Remove trees,girth 2-3 m,nr,0,0,0,518.22,518.22,1,518.22,0.0
460,CLASS D: DEMOLITION AND SITE CLEARANCE,02 TREES,Remove trees,girth 3-5 m,nr,0,0,0,1876.91,1876.91,1,1876.91,0.0
461,CLASS D: DEMOLITION AND SITE CLEARANCE,02 TREES,Remove trees,girth 7 m,nr,0,0,0,2631.0,2631.0,1,2631.0,0.0
464,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Remove stumps and cart away; Clearance of stumps,dia. 150-500 mm,nr,0,0,0,91.43,91.43,1,91.43,0.0
465,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Remove stumps and cart away; Clearance of stumps,dia. 500 mm-1 m,nr,0,0,0,172.72,172.72,1,172.72,0.0
466,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Remove stumps and cart away; Clearance of stumps,dia. 2 m,nr,0,0,0,260.76,260.76,1,260.76,0.0
468,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Clearance of stumps; backfilling holes with topsoil from site,dia. 150-500 mm,nr,0,0,0,111.08,111.08,1,111.08,0.0
469,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Clearance of stumps; backfilling holes with topsoil from site,dia. 500 mm-1 m,nr,0,0,0,245.52,245.52,1,245.52,0.0
470,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Clearance of stumps; backfilling holes with topsoil from site,dia. 2 m,nr,0,0,0,528.29,528.29,1,528.29,0.0
472,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Clearance of stumps; backfilling holes with imported hardcore,dia. 150-500 mm,nr,0,0,0,129.37,129.37,1,129.37,0.0
473,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Clearance of stumps; backfilling holes with imported hardcore,dia. 500 mm-1 m,nr,0,0,0,449.89,449.89,1,449.89,0.0
474,CLASS D: DEMOLITION AND SITE CLEARANCE,03 STUMPS,Clearance of stumps; backfilling holes with imported hardcore,dia. 2 m,nr,0,0,0,1481.58,1481.58,1,1481.58,0.0
478,CLASS D: DEMOLITION AND SITE CLEARANCE,04 BUILDINGS,Demolish building to ground level and dispose off site,brickwork with timber floor and roof,m3,0,0,0,14.18,14.18,1,14.18,0.0
479,CLASS D: DEMOLITION AND SITE CLEARANCE,04 BUILDINGS,Demolish building to ground level and dispose off site,brickwork with concrete floor and roof,m3,0,0,0,23.64,23.64,1,23.64,0.0
480,CLASS D: DEMOLITION AND SITE CLEARANCE,04 BUILDINGS,Demolish building to ground level and dispose off site,masonry with timber floor and roof,m3,0,0,0,18.54,18.54,1,18.54,0.0
